,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
0,36,198.12,99.79024,55,5.7,16.1,3.1,16.1,0.186,0.323,0.1,0.479,0.113
1,28,215.9,117.93392,15,2.3,1.5,0.3,12.3,0.078,0.151,0.175,0.43,0.048
2,39,205.74,95.25432,9,0.8,1,0.4,-2.1,0.105,0.102,0.103,0.376,0.148
3,24,203.2,100.697424,64,3.7,2.3,0.6,-8.7,0.06,0.149,0.167,0.399,0.077
4,34,205.74,108.86208,27,2.4,2.4,0.2,-11.2,0.109,0.179,0.127,0.611,0.04
5,38,200.66,97.52228,52,8.2,2.7,1,4.1,0.034,0.126,0.22,0.541,0.102
6,25,198.12,86.18248,80,17.2,4.1,3.4,4.1,0.035,0.091,0.209,0.559,0.149
7,28,213.36,113.398,77,14.9,8,1.6,3.3,0.095,0.183,0.222,0.52,0.087
8,29,193.04,86.18248,71,5.7,1.6,1.3,-0.3,0.036,0.076,0.172,0.539,0.141
9,28,182.88,72.57472,82,6.9,1.5,3,-1.2,0.018,0.081,0.177,0.557,0.262
10,27,182.88,77.11064,9,2.4,0.4,1.2,-7.4,0,0.053,0.187,0.47,0.216
11,27,213.36,122.46984,1,0,0,0,-147.5,0,0,0.126,0,0
12,28,195.58,87.996848,13,5,1.7,2,6.6,0.011,0.098,0.144,0.565,0.191
13,34,190.5,80.285784,3,1.3,1,1,-57.4,0,0.15,0.115,0.5,0.375
14,31,210.82,120.20188,20,1.7,1.8,0.3,-3.9,0.044,0.258,0.175,0.444,0.067
15,27,210.82,106.59412,28,2.6,2.1,0.5,-15.4,0.106,0.102,0.158,0.472,0.076
16,25,213.36,122.46984,78,4.4,6.6,0.8,-6.6,0.107,0.206,0.112,0.452,0.05
17,29,185.42,86.18248,12,3.8,0.9,2,-1.4,0.01,0.102,0.188,0.588,0.436
18,26,200.66,97.52228,65,6,1.6,0.8,2.4,0.071,0.088,0.22,0.579,0.111
19,24,190.5,90.7184,67,3,1,2.4,-1.2,0.027,0.085,0.145,0.515,0.339
20,24,203.2,99.79024,72,15,4.6,1.8,-6.8,0.057,0.107,0.207,0.533,0.087
21,21,210.82,120.20188,72,5.1,4.1,0.6,-2,0.107,0.216,0.218,0.451,0.074
22,23,190.5,95.25432,28,10.6,3.2,2.4,-6.4,0.032,0.112,0.216,0.51,0.161
23,29,210.82,111.13004,82,7.1,11.1,0.9,-5.9,0.103,0.294,0.114,0.543,0.042
24,32,200.66,97.52228,62,6.4,2.3,1.1,2.3,0.066,0.091,0.181,0.521,0.1
25,29,213.36,108.86208,46,2.6,2.8,0.4,-11.8,0.112,0.143,0.111,0.535,0.056
26,30,198.12,99.79024,68,7.8,2.2,1.7,-3.1,0.024,0.07,0.143,0.505,0.092
27,27,190.5,86.18248,61,3.6,1.1,1.7,-1.3,0.031,0.085,0.172,0.514,0.258
28,27,190.5,92.98636,2,1,0,0,-53.7,0,0,0.185,0.258,0
29,28,203.2,106.59412,66,12.5,3.1,2.1,1.9,0.021,0.092,0.188,0.519,0.106
30,22,185.42,90.7184,80,3.9,1.2,1.5,5.1,0.031,0.087,0.186,0.491,0.223
31,35,193.04,93.439952,75,10,1.8,4.3,-7.7,0.016,0.057,0.181,0.516,0.252
32,29,205.74,108.86208,82,8.5,6.3,0.9,-0.7,0.1,0.208,0.182,0.513,0.064
33,24,210.82,102.0582,2,0,2,0,-39.9,0.188,0.2,0.213,0,0
34,30,208.28,117.93392,57,18.1,10.1,3.4,-5.4,0.08,0.225,0.24,0.518,0.161
35,30,205.74,92.98636,50,8,4.8,2.7,-0.2,0.067,0.127,0.167,0.462,0.154
36,34,208.28,106.59412,61,16.8,6.5,4.4,12.2,0.049,0.166,0.211,0.592,0.2
37,25,200.66,108.86208,6,3,2.3,0.3,-42.1,0.113,0.25,0.263,0.319,0.071
38,27,193.04,83.91452,8,2.4,0.8,0,-19.6,0.058,0.071,0.231,0.422,0
39,27,200.66,106.59412,5,2.6,0.6,0.4,17.5,0.026,0.049,0.192,0.388,0.065
40,25,205.74,112.490816,48,1.9,1.9,0.6,-0.9,0.099,0.151,0.163,0.411,0.112
41,30,210.82,102.0582,25,14,8.4,1.9,-3.3,0.058,0.217,0.227,0.471,0.092
42,37,203.2,104.32616,63,18.2,6.4,1.9,-10.3,0.101,0.154,0.297,0.517,0.118
43,27,208.28,106.59412,37,10.9,3.8,1,-5.9,0.06,0.152,0.264,0.493,0.091
44,23,203.2,113.398,47,2.8,2.1,0.3,-1.5,0.092,0.159,0.154,0.523,0.053
45,31,203.2,98.883056,62,3.5,2.5,0.4,-4.6,0.073,0.137,0.131,0.552,0.047
46,28,177.8,72.57472,27,2.2,0.4,1.3,-12.4,0.009,0.046,0.134,0.479,0.234
47,23,195.58,88.904032,22,2.5,0.7,0.6,-10.3,0.051,0.059,0.244,0.378,0.146
48,24,200.66,104.32616,56,3.1,1.3,0.4,-8.7,0.045,0.118,0.19,0.476,0.085
49,23,203.2,116.119552,47,4.5,2.9,1,1.3,0.132,0.144,0.204,0.501,0.14
50,24,205.74,104.32616,61,7.3,4.5,0.9,-8.6,0.098,0.21,0.222,0.478,0.088
51,27,198.12,92.98636,81,14.5,5.3,3.9,-2.6,0.031,0.135,0.184,0.543,0.165
52,31,218.44,113.398,80,13.3,11.6,1.4,8.1,0.112,0.256,0.179,0.584,0.066
53,33,195.58,92.98636,68,14.8,3.1,1.7,1.6,0.024,0.098,0.226,0.562,0.104
54,29,213.36,127.00576,73,5.1,5.7,0.3,-1.2,0.124,0.205,0.128,0.524,0.02
55,25,185.42,83.91452,7,2.9,2,0.7,1.4,0.065,0.156,0.13,0.521,0.106
56,23,210.82,129.27372,20,1.7,0.9,0.2,11.5,0.048,0.137,0.19,0.539,0.056
57,34,210.82,111.13004,68,8,8.3,1.5,4.3,0.099,0.199,0.122,0.538,0.067
58,24,187.96,80.285784,82,4.5,1,2.4,2.5,0.024,0.067,0.192,0.53,0.296
59,27,195.58,83.007336,36,5,1.1,0.9,-3.3,0.02,0.054,0.154,0.466,0.088
60,27,208.28,122.46984,82,9.7,5.8,1.2,2.9,0.09,0.218,0.227,0.536,0.1
61,26,195.58,97.52228,76,16.1,4,2.6,3.4,0.045,0.097,0.229,0.557,0.129
62,26,208.28,111.13004,72,1.4,2.8,0.3,2.5,0.104,0.189,0.083,0.439,0.042
63,33,208.28,109.769264,20,2,1.6,0.3,5,0.167,0.284,0.224,0.441,0.088
64,24,203.2,95.25432,66,7.3,1.8,2.3,1.3,0.028,0.095,0.214,0.541,0.234
65,24,203.2,113.398,69,11.9,4.3,2.9,1.4,0.037,0.121,0.207,0.487,0.158
66,26,187.96,81.64656,69,8.3,1.6,1.8,-2.7,0.021,0.076,0.207,0.537,0.163
67,25,198.12,81.64656,8,0.1,0.8,0.4,-14.7,0.036,0.147,0.158,0.056,0.136
68,22,203.2,115.66596,41,3.7,5.2,0.6,-12.2,0.133,0.253,0.15,0.405,0.065
69,25,200.66,86.18248,23,3.4,2,1.4,-7.8,0.069,0.098,0.149,0.493,0.159
70,29,198.12,95.25432,75,5,1.8,0.9,1.7,0.03,0.104,0.167,0.52,0.09
71,24,203.2,116.119552,75,7.3,4,1.2,9,0.114,0.134,0.184,0.574,0.094
72,24,193.04,94.347136,55,10.9,4.5,9,2.4,0.039,0.106,0.17,0.498,0.37
73,23,200.66,102.0582,8,2.4,1,0.3,-24.2,0.018,0.14,0.172,0.413,0.067
74,29,205.74,108.86208,41,13.4,13.5,1.2,-8.8,0.167,0.248,0.209,0.443,0.062
75,31,195.58,95.25432,25,3.6,1.5,1,0.7,0.077,0.067,0.154,0.496,0.124
76,34,193.04,86.18248,82,14.5,2.9,4.4,14.4,0.031,0.082,0.2,0.596,0.21
77,22,193.04,86.18248,13,5,0.5,1.4,-17.8,0.021,0.04,0.259,0.609,0.327
78,18,210.82,102.511792,45,4.1,2.8,0.2,1.3,0.099,0.198,0.199,0.494,0.03
79,31,208.28,111.13004,67,12.6,9,2.4,1.1,0.094,0.19,0.161,0.546,0.112
80,30,190.5,86.18248,82,13.9,3.9,3,10.3,0.04,0.098,0.173,0.616,0.143
81,39,210.82,117.93392,21,1.9,1.5,0.2,-10.8,0.056,0.141,0.132,0.408,0.045
82,31,203.2,99.79024,53,6.7,1.5,0.4,1.2,0.034,0.067,0.171,0.555,0.036
83,36,208.28,98.883056,12,1.8,0.8,0,-13.1,0.053,0.178,0.265,0.52,0
84,32,190.5,83.91452,28,3.9,1.4,1.6,3.2,0.029,0.105,0.194,0.46,0.215
85,28,193.04,86.18248,82,21.8,4.6,7.1,10.3,0.04,0.102,0.264,0.545,0.33
86,22,203.2,113.398,82,10.8,5.2,1.1,2.5,0.101,0.167,0.212,0.569,0.077
87,28,190.5,86.18248,4,3.8,1.3,0.3,8.9,0.03,0.111,0.174,0.497,0.043
88,26,203.2,103.418976,41,8.3,6.4,1.9,-8.2,0.106,0.185,0.175,0.512,0.125
89,30,203.2,102.0582,64,10.2,2.8,1.7,-2.7,0.027,0.111,0.206,0.527,0.125
90,23,213.36,119.748288,52,2.8,1.7,0.3,-14.1,0.102,0.169,0.195,0.5,0.064
91,33,198.12,102.0582,80,10.6,2.2,2.2,-5.8,0.031,0.064,0.203,0.503,0.143
92,26,231.14,137.438376,73,10.6,6.6,0.4,6.9,0.098,0.217,0.185,0.618,0.024
93,30,203.2,99.79024,79,26.8,4,2,3.2,0.025,0.087,0.272,0.605,0.088
94,37,205.74,108.86208,17,4.8,2,0.9,-22.4,0.026,0.133,0.173,0.512,0.116
95,24,200.66,106.59412,80,21.1,6.3,3.1,-2.9,0.051,0.144,0.278,0.528,0.146
96,31,205.74,112.490816,65,5,3.4,0.6,4,0.096,0.15,0.154,0.523,0.058
97,33,208.28,113.398,82,3.9,5.5,0.4,-14.2,0.109,0.219,0.106,0.531,0.033
98,29,185.42,81.64656,65,9.5,2.8,6.3,-9.4,0.015,0.099,0.177,0.526,0.358
99,33,215.9,120.20188,40,2,1.9,0.3,-8,0.059,0.192,0.114,0.466,0.048
100,28,210.82,113.398,79,3.5,2.4,0.4,-0.9,0.078,0.166,0.168,0.508,0.055
101,26,193.04,82.553744,28,3.3,0.5,0.4,3.6,0.013,0.063,0.245,0.476,0.1
102,25,198.12,95.25432,23,9.6,3.5,1.5,-2.1,0.058,0.11,0.189,0.519,0.103
103,24,218.44,127.00576,77,7.3,7.3,0.4,15.9,0.133,0.246,0.146,0.561,0.021
104,34,213.36,115.66596,78,23.2,9.2,3,6.5,0.075,0.206,0.308,0.558,0.158
105,31,205.74,102.0582,78,4.1,3.3,0.9,1.7,0.045,0.136,0.102,0.477,0.059
106,31,187.96,81.64656,4,5.5,1.8,2.8,-7.3,0.056,0.045,0.139,0.538,0.234
107,24,203.2,102.0582,80,21.4,9,7.3,6.9,0.049,0.232,0.283,0.556,0.356
108,28,187.96,87.089664,21,7.6,2.3,3.2,-7.5,0.015,0.095,0.163,0.455,0.202
109,30,210.82,113.398,68,8,7.3,0.6,1.2,0.108,0.247,0.135,0.603,0.035
110,32,205.74,104.32616,46,1.2,0.6,0.3,3.9,0.026,0.128,0.1,0.621,0.085
111,25,203.2,104.32616,31,1.3,1.7,0.1,-8.6,0.127,0.289,0.184,0.382,0.038
112,32,180.34,81.64656,76,10.5,1.9,6.8,-8.6,0.015,0.058,0.175,0.517,0.353
113,29,187.96,79.3786,49,7.9,1.5,2.6,-6.5,0.008,0.078,0.186,0.538,0.209
114,24,205.74,108.86208,20,1.5,1.4,0,-0.4,0.132,0.192,0.156,0.417,0
115,22,205.74,108.86208,34,1.1,1.7,0.1,-3.5,0.132,0.18,0.165,0.347,0.018
116,32,213.36,113.398,4,3.3,2.3,0.3,-9.1,0.067,0.167,0.157,0.472,0.036
117,34,213.36,111.13004,61,4.6,2.1,0.7,7.7,0.068,0.119,0.168,0.538,0.079
118,28,205.74,102.0582,66,11,5.9,2.8,-3,0.077,0.152,0.189,0.514,0.154
119,29,187.96,82.553744,51,6.1,2.3,2.9,-6.3,0.04,0.078,0.153,0.463,0.204
120,28,210.82,117.93392,9,7,3.7,1.3,0.9,0.118,0.154,0.277,0.453,0.14
121,31,193.04,103.418976,61,7.8,3.1,1.9,-11.1,0.039,0.116,0.193,0.472,0.14
122,26,203.2,95.25432,82,7.6,5.5,1.9,4,0.092,0.152,0.129,0.602,0.113
123,24,195.58,90.7184,82,9.2,3.8,4.8,1,0.042,0.134,0.199,0.519,0.318
124,26,182.88,74.84268,49,2.9,0.8,3,-2.6,0.015,0.05,0.14,0.482,0.336
125,27,195.58,99.79024,69,12.6,3.6,3.4,3.3,0.034,0.101,0.208,0.514,0.178
126,32,210.82,104.32616,6,1.7,1.2,0.2,-38.4,0.023,0.171,0.153,0.333,0.048
127,25,198.12,88.45044,59,7.5,1.9,2.6,4.1,0.03,0.089,0.2,0.526,0.224
128,28,185.42,83.91452,25,5,1.2,2.6,2.9,0.032,0.052,0.17,0.551,0.249
129,26,208.28,113.398,16,1.2,0.6,0.2,4.9,0.073,0.109,0.186,0.484,0.086
130,29,210.82,104.32616,70,2.2,2.4,0.2,-11.1,0.089,0.196,0.119,0.517,0.039
131,23,203.2,99.79024,14,1.4,0.6,0.5,-12.5,0.017,0.121,0.168,0.455,0.194
132,25,205.74,115.212368,24,10.5,5.9,1.2,-7.7,0.098,0.185,0.213,0.511,0.078
133,31,198.12,90.7184,77,7.2,2.5,4.1,-10.5,0.029,0.095,0.184,0.478,0.297
134,32,220.98,132.448864,69,13.4,7.9,2.1,8.1,0.082,0.282,0.24,0.592,0.136
135,33,205.74,117.93392,80,8.6,6.2,0.7,-3.7,0.084,0.219,0.169,0.543,0.042
136,22,205.74,99.79024,74,18.3,7.3,1.4,-7.5,0.07,0.163,0.267,0.509,0.079
137,25,203.2,104.32616,64,2.7,2,0.5,0.7,0.081,0.118,0.136,0.467,0.068
138,33,205.74,102.0582,83,7.2,7.9,0.8,-8,0.1,0.207,0.119,0.523,0.045
139,24,195.58,94.800728,83,5.2,2.7,1.9,5.2,0.031,0.129,0.147,0.524,0.163
140,25,205.74,102.0582,33,6.2,4.3,0.5,-8.3,0.129,0.163,0.168,0.599,0.051
141,27,210.82,108.86208,47,4,2,0.4,-6.4,0.079,0.14,0.224,0.435,0.077
142,27,205.74,109.315672,62,3.8,3.5,0.5,6.7,0.11,0.177,0.126,0.572,0.051
143,30,203.2,120.20188,45,2.2,3.7,0.3,-6.2,0.108,0.208,0.105,0.443,0.03
144,24,205.74,106.59412,30,6.6,3.9,0.8,-9.7,0.114,0.184,0.202,0.51,0.078
145,29,187.96,89.811216,8,3.1,0.6,0.6,4.8,0.021,0.07,0.179,0.687,0.135
146,26,198.12,90.7184,81,14.8,3,2.2,2.9,0.02,0.086,0.223,0.531,0.117
147,22,182.88,74.84268,76,23.5,4.1,7.5,-7,0.04,0.072,0.284,0.513,0.32
148,27,208.28,118.387512,66,19.8,9.9,1.6,10.5,0.1,0.229,0.275,0.578,0.086
149,26,193.04,87.543256,67,6.6,1.4,2.7,-6.2,0.019,0.087,0.214,0.526,0.277
150,38,213.36,111.13004,53,1.6,3.2,0.2,-13.3,0.136,0.249,0.1,0.48,0.038
151,24,208.28,104.32616,71,5.3,4.2,0.5,-5.6,0.132,0.198,0.173,0.552,0.05
152,31,210.82,124.7378,52,5.3,5.3,0.5,-1.2,0.096,0.182,0.123,0.498,0.031
153,25,200.66,97.52228,59,20.5,4.5,5.6,4.6,0.041,0.096,0.254,0.554,0.27
154,25,187.96,82.553744,60,6.5,1.4,3.7,-4.1,0.011,0.066,0.168,0.531,0.305
155,30,203.2,113.398,73,16.2,11.4,5.7,2.6,0.074,0.239,0.179,0.585,0.216
156,25,205.74,115.66596,1,0,7,0,-50,0.111,0.714,0.149,0,0
157,27,193.04,94.347136,72,14.5,3.4,3.6,-10.4,0.027,0.096,0.248,0.487,0.208
158,35,205.74,115.66596,82,7.4,2.4,0.9,2.2,0.054,0.111,0.21,0.522,0.089
159,20,205.74,101.604608,82,17.5,9,3.2,-9.3,0.103,0.189,0.251,0.474,0.15
160,28,205.74,104.32616,82,10.5,7.3,0.8,3.4,0.098,0.206,0.187,0.537,0.049
161,26,210.82,102.0582,6,2.5,1.7,0.2,1.4,0.074,0.229,0.217,0.55,0.063
162,23,210.82,106.59412,17,1.6,1.3,0.4,-15.7,0.038,0.2,0.206,0.376,0.146
163,26,200.66,90.7184,1,0,0,0,300,0,0,0,0,0
164,24,213.36,124.7378,75,16.2,8.1,2.1,-10.6,0.072,0.185,0.223,0.523,0.106
165,26,195.58,94.347136,52,14.9,4.2,2.6,-5.6,0.048,0.09,0.201,0.548,0.125
166,30,208.28,102.0582,81,15.1,4,3.2,4.4,0.036,0.088,0.199,0.519,0.137
167,24,210.82,104.32616,42,4.5,5.6,0.7,-6.3,0.151,0.223,0.14,0.471,0.067
168,35,200.66,100.697424,62,18,6,5.7,7.5,0.062,0.122,0.231,0.548,0.261
169,28,208.28,109.769264,58,4.2,4.8,0.6,2,0.13,0.182,0.119,0.559,0.056
170,23,200.66,111.13004,79,11.6,4.1,1.6,-4.2,0.082,0.112,0.23,0.535,0.108
171,24,185.42,86.18248,80,7.2,1.5,3.2,-8.8,0.023,0.081,0.218,0.528,0.3
172,35,198.12,81.64656,62,3.5,1.8,1.1,5.7,0.056,0.107,0.166,0.412,0.13
173,25,195.58,96.615096,3,0,0.3,0.3,-12.1,0.048,0,0.214,0,0.1
174,28,210.82,104.32616,80,10.4,9.7,0.7,-0.2,0.138,0.215,0.159,0.532,0.04
175,36,200.66,97.52228,82,16.6,3.6,2,-9.1,0.039,0.074,0.214,0.537,0.1
176,23,177.8,77.564232,81,20.2,4.1,8.8,-3.7,0.029,0.09,0.253,0.516,0.38
177,26,200.66,108.86208,82,12.2,8.3,1.7,-8.3,0.079,0.172,0.155,0.537,0.078
178,31,198.12,99.79024,36,10.8,4.5,3.2,4.7,0.043,0.111,0.157,0.523,0.158
179,30,180.34,73.935496,24,12.5,2,3.4,-10,0.007,0.074,0.188,0.552,0.195
180,30,208.28,106.59412,82,10.6,4.1,1.8,2.3,0.04,0.134,0.177,0.523,0.102
181,31,208.28,106.140528,77,13.5,6.1,2.2,3.1,0.079,0.184,0.227,0.574,0.136
182,29,185.42,81.64656,67,6.1,1.1,2.6,0.3,0.039,0.05,0.222,0.525,0.308
183,26,180.34,77.11064,82,10.9,1.4,4.1,-4.5,0.016,0.06,0.232,0.539,0.292
184,25,200.66,92.98636,24,1.8,0.8,0.5,-2.6,0.03,0.118,0.159,0.51,0.136
185,23,200.66,99.79024,36,2.3,1.6,0.4,-2,0.109,0.097,0.14,0.536,0.072
186,31,215.9,106.59412,6,17.7,8.5,1.3,9.6,0.161,0.237,0.334,0.559,0.111
187,24,205.74,108.86208,35,2.3,2.7,0.2,-7.5,0.128,0.216,0.172,0.475,0.045
188,26,185.42,89.811216,74,16.8,3.6,7.3,-7.4,0.024,0.084,0.189,0.563,0.286
189,33,195.58,83.91452,65,3.6,1.1,1.2,2.8,0.031,0.069,0.134,0.509,0.137
190,38,210.82,117.93392,45,3,2.8,0.3,-1.5,0.091,0.183,0.15,0.465,0.045
191,24,193.04,83.460928,76,3,1.3,2,-3.7,0.031,0.088,0.154,0.449,0.264
192,29,203.2,97.52228,70,2.9,2.1,0.4,-5.9,0.063,0.177,0.123,0.552,0.057
193,25,182.88,77.11064,82,5.2,1.3,2.2,2,0.014,0.093,0.183,0.566,0.268
194,26,200.66,102.0582,81,10.8,4.1,1.5,13.5,0.041,0.118,0.15,0.6,0.07
195,37,203.2,102.0582,74,6.3,5.4,0.7,6.9,0.135,0.184,0.149,0.574,0.059
196,36,193.04,92.98636,79,6.7,1.5,1.3,6.7,0.017,0.075,0.157,0.59,0.11
197,25,200.66,97.52228,79,10.6,3.4,1.4,2,0.036,0.095,0.165,0.53,0.07
198,30,205.74,102.0582,75,8,4.5,0.7,-9.7,0.076,0.151,0.19,0.463,0.047
199,27,193.04,79.3786,19,1.1,0.7,0.4,-8.9,0.043,0.152,0.167,0.43,0.19
200,26,210.82,99.79024,56,9.8,5.4,0.7,-5.7,0.098,0.154,0.168,0.575,0.046
201,27,200.66,102.0582,50,14.6,6.6,1.3,4.1,0.088,0.181,0.246,0.522,0.073
202,34,198.12,114.305184,53,19.2,13.5,4.7,7.5,0.127,0.28,0.23,0.581,0.208
203,40,205.74,97.52228,12,0.3,1.1,0.3,2.6,0.068,0.103,0.025,0.4,0.046
204,33,205.74,111.13004,80,10.8,9.8,2.8,3.4,0.107,0.218,0.155,0.545,0.127
205,27,210.82,111.13004,82,18.1,8.8,2.7,11,0.084,0.186,0.236,0.562,0.133
206,31,208.28,110.676448,19,4.6,3.4,0.7,-4.9,0.058,0.179,0.165,0.461,0.072
207,24,210.82,108.86208,76,3.3,2.6,0.4,-0.6,0.098,0.135,0.123,0.535,0.055
208,23,198.12,99.79024,55,6.1,2.1,0.9,3.8,0.043,0.116,0.184,0.558,0.099
209,29,190.5,88.45044,65,9.3,2.9,6.1,5.2,0.013,0.094,0.169,0.526,0.309
210,32,210.82,108.86208,81,3.9,7.3,0.5,-0.2,0.134,0.249,0.107,0.449,0.036
211,29,208.28,104.32616,47,19,7.9,0.6,-4.1,0.119,0.216,0.312,0.58,0.046
212,27,200.66,99.79024,3,2,0.3,0.3,-29.8,0.1,0,0.233,0.5,0.125
213,27,200.66,97.975872,80,13.4,6.2,2.5,4.5,0.048,0.157,0.175,0.544,0.111
214,31,203.2,99.79024,73,4.3,2.2,0.6,-7.3,0.049,0.155,0.178,0.486,0.075
215,33,200.66,97.52228,79,14.5,4,4.1,-4.9,0.033,0.106,0.175,0.645,0.195
216,23,195.58,90.7184,41,4.6,1.7,1.6,-11.4,0.039,0.088,0.155,0.486,0.156
217,24,208.28,111.13004,72,20.1,10.3,4.6,3.4,0.101,0.207,0.244,0.554,0.193
218,26,187.96,86.18248,79,5.2,2.8,4.1,4,0.031,0.116,0.14,0.522,0.282
219,35,200.66,108.86208,70,6.8,5.2,1.3,4.1,0.072,0.164,0.145,0.475,0.077
220,24,193.04,92.079176,47,4.8,1.7,0.9,4.9,0.028,0.146,0.172,0.59,0.122
221,22,198.12,98.883056,81,20.7,4.2,3.1,-6.8,0.053,0.063,0.254,0.524,0.134
222,30,187.96,88.45044,54,3.3,0.9,1.4,4.5,0.014,0.086,0.199,0.491,0.233
223,27,190.5,83.91452,61,15.9,3,5,-1.7,0.03,0.089,0.274,0.541,0.313
224,27,200.66,99.79024,52,5.6,2,1.1,-1.7,0.026,0.104,0.165,0.521,0.108
225,33,200.66,97.52228,82,9.3,4,1,-4.9,0.064,0.124,0.183,0.523,0.068
226,36,205.74,115.66596,81,11,3.7,1.3,10.6,0.047,0.145,0.198,0.584,0.089
227,21,205.74,108.86208,43,4.9,3.4,0.4,-12.6,0.094,0.198,0.201,0.485,0.05
228,33,195.58,90.7184,17,6.8,1.8,1.5,-7.6,0.057,0.086,0.27,0.496,0.188
229,27,198.12,90.7184,56,12.5,2.4,1.8,1.5,0.019,0.069,0.196,0.552,0.103
230,31,180.34,74.84268,38,1.5,0.5,0.8,3.8,0.032,0.058,0.116,0.625,0.191
231,26,200.66,102.511792,57,5.2,2.8,1.3,1.4,0.061,0.134,0.169,0.485,0.121
232,29,208.28,104.32616,62,5.8,6.4,0.7,-4.6,0.126,0.205,0.127,0.529,0.049
233,25,190.5,94.347136,10,4,0.8,1.7,-0.3,0.033,0.054,0.199,0.483,0.25
234,31,200.66,103.418976,82,20.2,6.5,5.7,13.5,0.059,0.133,0.245,0.554,0.237
235,27,208.28,117.93392,69,3.8,2.4,0.6,1.3,0.088,0.166,0.177,0.547,0.098
236,35,187.96,83.91452,21,3.3,1.1,1.9,-3.5,0.017,0.063,0.122,0.451,0.185
237,23,198.12,94.347136,65,5.9,2.8,0.8,2.5,0.065,0.139,0.193,0.534,0.074
238,26,182.88,81.64656,43,1.7,0.4,0.8,-0.7,0.008,0.075,0.204,0.378,0.214
239,25,215.9,136.0776,51,26.2,12.5,3.1,6.9,0.119,0.26,0.314,0.556,0.159
240,20,205.74,104.32616,80,18.7,6.9,2.2,-12.3,0.089,0.142,0.275,0.518,0.12
241,24,210.82,117.93392,60,6.5,3.1,0.5,-9.3,0.089,0.126,0.255,0.423,0.054
242,25,228.6,112.490816,73,13.2,8.4,0.7,-5.9,0.102,0.197,0.224,0.478,0.042
243,27,208.28,116.119552,81,18.7,10,1.9,8.9,0.122,0.23,0.262,0.583,0.098
244,24,205.74,93.439952,33,1.5,1.5,0.2,3,0.144,0.182,0.181,0.419,0.071
245,25,210.82,113.398,16,1.3,1,0,6.8,0.16,0.222,0.191,0.48,0
246,29,203.2,99.79024,39,14.9,4.9,3.2,-5.7,0.041,0.126,0.22,0.529,0.161
247,30,185.42,88.45044,79,9.7,2.4,5.4,-3,0.03,0.069,0.168,0.557,0.289
248,23,208.28,106.59412,82,6.6,4.7,0.6,-13.6,0.088,0.155,0.154,0.518,0.042
249,33,198.12,97.975872,76,6.3,2.5,2.5,14,0.03,0.091,0.127,0.543,0.152
250,24,187.96,85.275296,23,1.7,0.3,0.7,-0.9,0.008,0.037,0.176,0.448,0.205
251,29,187.96,86.18248,72,4.7,1.5,1.8,10.4,0.037,0.079,0.178,0.461,0.178
252,22,193.04,94.800728,64,3.9,1.5,2.4,0.3,0.042,0.071,0.169,0.487,0.248
253,22,210.82,102.0582,62,15.1,6.8,1.2,7.8,0.079,0.181,0.218,0.588,0.067
254,21,195.58,92.98636,82,13.4,4,2.6,-2,0.046,0.109,0.211,0.541,0.133
255,24,205.74,101.604608,57,3.1,2.9,0.3,-8,0.117,0.187,0.166,0.442,0.043
256,23,187.96,84.821704,39,1.5,0.4,0.9,7.7,0.019,0.054,0.154,0.454,0.269
257,29,193.04,88.45044,19,2.1,1.4,0.6,4.2,0.103,0.13,0.137,0.597,0.174
258,31,200.66,83.91452,81,21.6,3.5,3.4,0.9,0.021,0.092,0.25,0.603,0.17
259,26,200.66,97.52228,26,7.8,3.7,0.8,1.5,0.108,0.163,0.228,0.558,0.092
260,33,201,86,13,5.8,2.4,0.8,-12.8,0.026,0.142,0.196,0.468,0.093
261,32,210.82,114.758776,74,17.3,9.5,1.2,-1.7,0.122,0.197,0.238,0.567,0.064
262,29,193.04,88.45044,65,13.8,2.8,2.8,2.7,0.016,0.099,0.223,0.551,0.159
263,27,210.82,111.13004,26,2.9,1.5,0.1,-6.8,0.079,0.136,0.211,0.425,0.027
264,27,200.66,112.944408,76,15.4,5.2,3.8,-6.9,0.047,0.134,0.202,0.551,0.175
265,38,208.28,117.93392,22,2.5,2.4,0.3,-0.1,0.091,0.192,0.164,0.44,0.049
266,37,193.04,97.52228,60,11,2,1.3,-1.6,0.035,0.078,0.231,0.583,0.111
267,30,223.52,120.20188,52,17.1,6.9,1.3,1.4,0.085,0.201,0.289,0.535,0.083
268,26,208.28,99.79024,54,7.8,4.4,2,2.7,0.056,0.143,0.149,0.529,0.119
269,28,187.96,86.18248,54,14.3,2.7,8.4,-8.3,0.016,0.078,0.244,0.482,0.435
270,43,215.9,110.676448,43,3.7,2.1,0.5,14.9,0.114,0.13,0.201,0.514,0.082
271,26,210.82,113.398,6,1.5,1,0,-14.5,0.107,0.143,0.143,0.541,0
272,30,190.5,83.91452,82,17.2,4.1,8.9,1.7,0.038,0.093,0.237,0.533,0.366
273,26,200.66,115.66596,81,13.2,5.1,2.7,-3.5,0.063,0.132,0.223,0.53,0.152
274,27,193.04,86.18248,59,6.8,1.8,1.9,-11.1,0.021,0.093,0.169,0.571,0.18
275,32,203.2,109.315672,41,3.1,1.1,0.8,-4,0.07,0.086,0.193,0.476,0.15
