,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
8133,24,208.28,104.32616,2,0,1,0.5,-67.3,0.2,0,0.091,0,0.143
8134,34,205.74,113.398,66,11.7,6.8,3.4,0.1,0.062,0.194,0.21,0.508,0.199
8135,26,210.82,120.20188,82,11.5,15,0.7,11.2,0.162,0.323,0.135,0.638,0.03
8136,27,205.74,106.59412,58,6.6,2.9,1,-0.2,0.055,0.129,0.202,0.466,0.096
8137,24,213.36,115.66596,71,12,5.9,1.8,2.6,0.075,0.161,0.193,0.553,0.109
8138,24,205.74,111.13004,9,1.9,2,0.2,-22.9,0.097,0.2,0.159,0.428,0.044
8139,23,203.2,102.0582,36,3,1.2,0.2,-12.2,0.021,0.13,0.188,0.48,0.033
8140,33,205.74,117.93392,71,16.1,10.5,2.2,6.3,0.115,0.259,0.242,0.538,0.111
8141,20,195.58,83.007336,77,10.1,2.8,3.6,-14.5,0.016,0.116,0.224,0.515,0.25
8142,26,205.74,101.604608,10,2.4,2,0.1,15.3,0.043,0.25,0.15,0.6,0.019
8143,24,198.12,99.79024,9,2.2,0.4,0.3,8,0.024,0.031,0.139,0.424,0.048
8144,28,203.2,102.0582,78,13.9,6.1,1.7,-5.1,0.041,0.174,0.201,0.523,0.086
8145,33,190.5,92.98636,52,5.9,1.5,1.3,-4.7,0.017,0.075,0.177,0.477,0.121
8146,24,183,83,8,1.9,0.6,1,-3.7,0.017,0.066,0.168,0.347,0.174
8147,32,182.88,83.91452,7,3.1,0.9,2.6,-41,0.033,0.07,0.272,0.336,0.486
8148,24,198.12,79.3786,58,6.8,2.8,1.4,-2.3,0.027,0.148,0.202,0.503,0.135
8149,28,195.58,99.79024,60,15.9,3.7,2.3,6.5,0.021,0.095,0.197,0.586,0.11
8150,27,200.66,97.52228,76,9.9,4.2,1.6,-6.8,0.032,0.129,0.164,0.509,0.084
8151,27,193.04,90.7184,65,10,3.2,1.6,-3.4,0.02,0.117,0.186,0.504,0.101
8152,38,198.12,99.79024,66,5.8,2,1.2,-0.3,0.027,0.109,0.197,0.445,0.11
8153,23,193.04,95.25432,72,17.9,4.2,4.1,-5.7,0.022,0.114,0.251,0.527,0.188
8154,29,205.74,92.98636,48,4.6,2.3,0.9,6.1,0.025,0.178,0.171,0.525,0.102
8155,29,208.28,90.7184,68,4.8,0.7,0.8,-0.7,0.008,0.042,0.137,0.591,0.079
8156,27,198.12,97.52228,47,5.3,3.2,1.2,5.6,0.035,0.145,0.17,0.45,0.101
8157,21,193.04,83.91452,82,8.9,4.3,6.5,-3.4,0.047,0.111,0.182,0.456,0.314
8158,28,208.28,111.13004,33,0.9,0.8,0.2,-2.8,0.062,0.16,0.129,0.519,0.107
8159,26,208.28,108.86208,79,8.3,7.6,1.2,-7.4,0.134,0.234,0.147,0.594,0.082
8160,27,208.28,106.140528,10,2.7,2.3,0.3,-14.1,0.011,0.234,0.176,0.425,0.058
8161,33,213.36,113.398,16,2,1.8,0.3,-19.7,0.092,0.136,0.153,0.361,0.06
8162,26,193.04,86.636072,56,2.7,0.8,0.6,0.6,0.027,0.077,0.146,0.504,0.106
8163,33,193.04,99.79024,62,21.5,3.5,4.8,-1.2,0.036,0.097,0.345,0.534,0.3
8164,23,210.82,108.86208,29,3.1,1.7,0.3,-4.4,0.08,0.161,0.167,0.552,0.058
8165,29,210.82,124.7378,41,15.8,10.5,1.2,8.1,0.106,0.296,0.234,0.596,0.072
8166,26,190.5,86.18248,6,8.7,2,2.3,-13.6,0.018,0.092,0.21,0.586,0.206
8167,26,195.58,90.7184,16,1.8,0.5,0.3,-15.3,0.072,0.045,0.217,0.435,0.116
8168,33,208.28,113.398,51,5.4,4.4,1,0.4,0.099,0.189,0.171,0.469,0.089
8169,25,200.66,104.32616,79,11.7,8.2,3.7,16.5,0.051,0.218,0.171,0.54,0.155
8170,26,196,86,13,2.8,0.6,0.9,1.6,0,0.075,0.164,0.477,0.15
8171,24,190.5,88.45044,82,21,4.6,6.2,4.5,0.018,0.119,0.267,0.56,0.285
8172,30,213.36,117.93392,67,6.3,8.1,2.7,16.6,0.101,0.262,0.133,0.565,0.149
8173,27,182.88,83.007336,82,9.5,2,4.3,-2.9,0.011,0.079,0.198,0.527,0.286
8174,23,200.66,95.25432,67,3.4,3.8,1,5.1,0.052,0.159,0.089,0.513,0.075
8175,29,213.36,111.13004,29,14.8,4.4,1.6,-17.5,0.043,0.148,0.262,0.527,0.119
8176,34,205.74,106.59412,7,0.4,1.1,0.1,-39.3,0.065,0.162,0.092,0.222,0.038
8177,25,205.74,113.398,40,4.9,2.1,0.6,-7.9,0.04,0.147,0.213,0.483,0.076
8178,20,203.2,90.264808,82,16.9,4.6,2.1,-10.1,0.05,0.096,0.226,0.517,0.097
8179,22,203.2,111.13004,57,5.2,3.8,0.8,-16.5,0.062,0.229,0.176,0.458,0.087
8180,22,208.28,99.79024,68,24.4,10.2,2.2,5.1,0.08,0.24,0.276,0.591,0.109
8181,29,195.58,95.25432,74,10.7,2.6,0.8,4.4,0.024,0.09,0.164,0.604,0.05
8182,30,203.2,108.86208,76,6.3,3.1,0.8,3.2,0.039,0.152,0.148,0.569,0.061
8183,20,195.58,89.811216,41,5.6,1.8,1.1,-15.4,0.049,0.1,0.23,0.486,0.149
8184,27,205.74,124.7378,6,4.5,3.5,0.7,-9.7,0.115,0.212,0.125,0.771,0.089
8185,28,208.28,117.93392,70,6.6,4.5,0.5,6.8,0.114,0.206,0.176,0.618,0.049
8186,29,195.58,97.52228,78,13.3,3.2,1.7,-1.2,0.012,0.096,0.191,0.533,0.079
8187,27,210.82,99.79024,34,3.8,2.2,0.5,-3.1,0.031,0.212,0.217,0.449,0.083
8188,22,193.04,90.7184,76,7,2,2,-3.2,0.019,0.089,0.179,0.481,0.157
8189,24,187.96,81.64656,77,13.9,3.1,1.8,-2.4,0.02,0.089,0.21,0.507,0.087
8190,32,190.5,92.98636,56,6.2,1.1,0.9,-9,0.008,0.083,0.22,0.538,0.111
8191,22,195.58,88.45044,82,12.1,2.9,1.7,-1.3,0.014,0.086,0.172,0.552,0.082
8192,32,190.5,92.98636,79,7.7,1.8,2.8,0.2,0.015,0.092,0.197,0.55,0.236
8193,39,187.96,90.7184,81,4.4,1.9,3.5,-4.4,0.036,0.105,0.155,0.548,0.352
8194,30,208.28,106.59412,16,2.8,2.4,0.3,-1.7,0.123,0.146,0.12,0.593,0.039
8195,31,198.12,97.52228,77,7.8,3.3,3,12.2,0.024,0.109,0.135,0.553,0.151
8196,23,195.58,99.336648,4,0.8,0.5,0.3,-18.3,0,0.071,0.153,0.25,0.077
8197,22,193.04,90.7184,2,11,4.5,4,-23,0.024,0.123,0.205,0.342,0.178
8198,28,187.96,88.45044,26,5.1,1.2,1.8,-12.2,0.019,0.096,0.226,0.451,0.254
8199,30,182.88,73.028312,82,11.6,2,3.2,5.2,0.019,0.078,0.252,0.534,0.245
8200,19,205.74,99.79024,47,5.2,3.6,0.7,-5.6,0.064,0.171,0.156,0.517,0.064
8201,24,208.28,111.13004,32,6.7,5.1,0.9,-16.9,0.073,0.186,0.176,0.443,0.067
8202,29,208.28,113.398,76,15.2,7.2,3.2,6.6,0.068,0.193,0.225,0.563,0.178
8203,30,208.28,131.088088,65,16.6,8.4,1.7,-3.7,0.054,0.26,0.267,0.5,0.11
8204,24,205.74,97.52228,74,5.6,4.6,0.8,5.7,0.091,0.18,0.151,0.504,0.062
8205,32,198.12,99.79024,74,7.4,2.8,1.1,-1.4,0.02,0.109,0.142,0.563,0.074
8206,23,198.12,95.707912,27,13.9,4.2,3,-7.4,0.025,0.127,0.21,0.524,0.145
8207,23,213.36,111.13004,5,0.8,0.2,0.2,-61.8,0.091,0,0.17,0.41,0.125
8208,22,215.9,115.66596,69,6.3,6.6,0.5,0.5,0.102,0.223,0.135,0.542,0.03
8209,26,198.12,84.821704,42,10.3,2.4,2.5,-8.5,0.031,0.111,0.258,0.541,0.26
8210,27,218.44,112.490816,68,6.5,4.6,0.7,-0.6,0.13,0.248,0.214,0.595,0.084
8211,23,198.12,95.25432,51,3.3,1.4,0.8,-1.8,0.011,0.104,0.115,0.525,0.082
8212,28,198.12,102.0582,54,4.5,1.7,0.5,-5.6,0.062,0.095,0.168,0.548,0.062
8213,32,208.28,111.13004,59,11.5,5.6,0.8,-4.9,0.105,0.212,0.238,0.595,0.064
8214,28,205.74,108.86208,75,9.3,6.1,1.6,2.3,0.093,0.164,0.157,0.603,0.092
8215,32,210.82,121.109064,26,9.8,6.5,1.3,-1,0.111,0.212,0.185,0.58,0.09
8216,21,210.82,126.552168,82,13.8,13.5,0.7,-2.1,0.183,0.302,0.219,0.504,0.037
8217,22,205.74,111.13004,64,4.8,6.4,0.3,-1.2,0.134,0.222,0.115,0.578,0.021
8218,26,208.28,113.851592,67,21.9,7.6,5.3,11.5,0.063,0.18,0.281,0.551,0.246
8219,26,203.2,97.975872,78,9,2.7,0.9,-4.9,0.031,0.097,0.172,0.562,0.057
8220,32,210.82,115.66596,75,7.3,3.9,1.3,-7.6,0.016,0.169,0.141,0.546,0.074
8221,30,210.82,105.233344,64,6.3,2.3,0.3,-3.3,0.046,0.185,0.261,0.534,0.047
8222,27,200.66,94.800728,67,6.8,3,1,-10.5,0.029,0.149,0.165,0.537,0.082
8223,36,208.28,111.13004,60,5.3,5,0.7,0.5,0.086,0.234,0.125,0.622,0.063
8224,31,210.82,106.59412,44,21.1,7,2.2,-2.2,0.036,0.201,0.29,0.548,0.121
8225,31,203.2,106.59412,50,6.2,2.2,1,-3.9,0.031,0.118,0.212,0.468,0.102
8226,28,200.66,95.25432,12,1.6,1,0.3,-7.8,0.011,0.159,0.11,0.387,0.058
8227,25,198.12,91.171992,29,5.7,1.9,0.5,-2.7,0.016,0.099,0.145,0.515,0.046
8228,33,213.36,120.20188,74,8.6,6.5,0.9,0.6,0.117,0.265,0.228,0.537,0.079
8229,30,182.88,79.3786,82,19.1,4.6,10.2,12.2,0.021,0.124,0.234,0.596,0.441
8230,32,198.12,108.86208,29,1.7,1.8,0.7,7.6,0.082,0.163,0.106,0.492,0.105
8231,24,203.2,99.79024,39,5.4,2.5,0.9,-13,0.038,0.139,0.195,0.447,0.102
8232,21,208.28,108.86208,12,2.7,3,0.2,5.6,0.115,0.241,0.213,0.409,0.037
8233,22,213.36,108.86208,62,7.6,5.8,1.6,1.4,0.073,0.202,0.155,0.53,0.106
8234,26,210.82,113.398,61,5.5,5.5,1.2,-16,0.112,0.28,0.182,0.513,0.143
8235,29,205.74,84.368112,80,11.5,3.7,2.2,-0.6,0.041,0.115,0.209,0.507,0.131
8236,24,205.74,98.883056,50,3.7,2.9,0.3,6.8,0.101,0.2,0.174,0.48,0.047
8237,23,190.5,86.18248,79,6.8,2.4,2.4,6.4,0.035,0.113,0.171,0.564,0.205
8238,29,195.58,90.7184,77,10.1,2.3,2,2.1,0.01,0.077,0.152,0.555,0.096
8239,26,205.74,102.965384,66,15.7,4.9,2.4,4.6,0.032,0.132,0.205,0.567,0.111
8240,30,200.66,99.79024,23,1.6,0.9,0.5,2.3,0,0.114,0.128,0.34,0.085
8241,35,200.66,103.418976,78,5.9,2.5,1,-1.8,0.014,0.123,0.132,0.544,0.074
8242,31,203.2,108.86208,40,24.2,6.6,3.1,-4.2,0.059,0.158,0.324,0.531,0.161
8243,33,203.2,113.398,81,8.7,4.3,2.9,6.7,0.046,0.153,0.183,0.526,0.181
8244,22,195.58,93.893544,63,15.3,3.8,3.1,5.8,0.032,0.098,0.226,0.521,0.144
8245,27,208.28,95.25432,75,7.3,4.3,0.5,0.1,0.099,0.148,0.138,0.66,0.044
8246,30,203.2,113.398,82,10.6,4.9,1.3,-2.1,0.079,0.149,0.2,0.557,0.091
8247,23,208.28,108.86208,27,5.3,3.1,1.1,-19.1,0.099,0.135,0.186,0.463,0.123
8248,25,185.42,76.657048,41,15.4,2.5,6.6,0.8,0.017,0.079,0.254,0.522,0.384
8249,23,190.5,85.728888,63,17,3.9,5.2,-1.1,0.015,0.119,0.254,0.543,0.272
8250,29,198.12,99.79024,33,0.9,1.2,0.4,-18.9,0.015,0.154,0.111,0.255,0.063
8251,35,213.36,119.294696,22,1.6,1.3,0.1,-21.3,0.056,0.192,0.181,0.49,0.032
8252,34,198.12,102.0582,33,0.6,0.3,0.1,-23,0.008,0.093,0.103,0.406,0.027
8253,29,185.42,78.471416,72,6.7,1.5,2.3,-4.2,0.011,0.079,0.187,0.495,0.209
8254,19,205.74,92.98636,8,1.3,0.3,0,-60.3,0.048,0.05,0.315,0.417,0
8255,22,185.42,74.84268,15,5.3,1.2,1,-0.4,0.021,0.106,0.237,0.52,0.169
8256,31,187.96,79.3786,57,10,2.9,3.6,-0.6,0.014,0.113,0.185,0.581,0.229
8257,23,193.04,90.7184,62,6.8,1.5,1,5.3,0.016,0.083,0.205,0.534,0.104
8258,28,198.12,104.779752,70,13.5,3.1,1.1,4,0.011,0.114,0.235,0.525,0.069
8259,24,195.58,88.45044,21,2,0.3,0.4,-10.9,0.011,0.062,0.223,0.527,0.151
8260,24,205.74,113.398,18,0.6,0.4,0.1,-16.5,0.111,0.041,0.14,0.309,0.021
8261,31,205.74,112.490816,70,7.2,3.8,0.4,-9.2,0.095,0.152,0.182,0.578,0.04
8262,33,205.74,117.026736,71,11.8,6.8,1.3,-9.2,0.07,0.248,0.235,0.517,0.101
8263,27,213.36,124.7378,72,17.2,7.4,0.7,-2.5,0.113,0.17,0.262,0.558,0.044
8264,35,203.2,106.59412,62,4.2,4.2,0.7,-7.1,0.083,0.221,0.144,0.488,0.078
8265,29,195.58,92.98636,71,12.6,3.5,3.1,-0.7,0.021,0.121,0.234,0.528,0.2
8266,28,208.28,102.0582,2,2,0,0.5,3.7,0,0,0.137,1.064,0.2
8267,22,205.74,120.20188,34,2.9,1.9,0.5,-13.9,0.078,0.122,0.194,0.379,0.076
8268,26,208.28,103.418976,63,4.5,3.3,0.7,-1.2,0.066,0.213,0.186,0.478,0.091
8269,28,208.28,104.779752,75,6,3.8,0.9,5.2,0.081,0.175,0.164,0.549,0.091
8270,23,213.36,115.66596,80,12,8.7,0.5,-0.7,0.121,0.254,0.193,0.623,0.031
8271,20,195.58,94.800728,30,3.1,0.9,0.5,1.3,0.039,0.084,0.195,0.489,0.101
8272,23,195.58,83.91452,59,11.9,3.2,3.5,-8.6,0.04,0.109,0.234,0.528,0.243
8273,28,187.96,81.64656,36,4.6,1.2,1.9,-4.7,0.017,0.075,0.171,0.513,0.213
8274,35,198.12,95.25432,21,2,1,0.6,-12.1,0.015,0.075,0.093,0.422,0.078
8275,24,200.66,99.79024,14,2.7,1.1,0.5,-7,0.019,0.125,0.149,0.543,0.09
8276,26,190.5,88.45044,20,2.7,1.3,1.1,-7,0.032,0.119,0.151,0.567,0.212
8277,33,190.5,90.7184,42,9.1,3,4.7,-14.5,0.016,0.099,0.16,0.519,0.251
8278,28,208.28,108.86208,17,4.2,2.6,1.9,6.1,0.03,0.159,0.132,0.613,0.168
8279,29,205.74,102.0582,83,12.4,6.4,3.3,0.1,0.069,0.175,0.245,0.467,0.207
8280,25,193.04,92.98636,40,14.8,3.4,6.9,3.5,0.028,0.09,0.227,0.522,0.322
8281,20,205.74,113.398,1,2,0,0,-74.1,0,0,0.17,0.258,0
8282,25,213.36,115.66596,41,5.3,3.3,0.9,-11.8,0.095,0.128,0.148,0.551,0.09
8283,27,208.28,106.59412,70,12,7.9,1.5,-10.9,0.097,0.232,0.225,0.494,0.096
8284,32,180.34,75.296272,21,4.7,0.8,2.9,-9.1,0.017,0.053,0.211,0.461,0.392
8285,24,193.04,97.52228,24,5.6,1.6,0.5,-3.9,0.007,0.13,0.175,0.629,0.081
8286,24,210.82,104.32616,67,7,4.7,0.9,-1.4,0.115,0.168,0.183,0.578,0.084
8287,27,205.74,90.7184,38,2.4,1.9,0.3,6.2,0.118,0.177,0.131,0.636,0.084
8288,23,195.58,83.91452,47,6.3,2.3,0.9,-6.3,0.013,0.167,0.218,0.538,0.125
8289,26,190.5,90.7184,74,11.2,2.6,4.6,-6.7,0.015,0.101,0.217,0.539,0.279
8290,28,213.36,114.758776,44,3.1,2.4,0.3,-12.2,0.148,0.154,0.157,0.609,0.06
8291,23,203,111,2,0,1.5,0,120,1,0.4,0.167,0,0
8292,26,190.5,90.7184,77,7.8,2.7,3,0.7,0.015,0.125,0.189,0.519,0.221
8293,26,187.96,88.45044,50,3.6,0.8,1.2,2.7,0.018,0.07,0.189,0.479,0.171
8294,25,200.66,99.79024,65,20,5.8,3.3,4.1,0.051,0.111,0.215,0.583,0.142
8295,30,210.82,105.233344,67,7.2,9.6,4.7,2.3,0.117,0.226,0.137,0.482,0.227
8296,27,193.04,95.25432,60,11.1,1.7,1.3,-3.8,0.009,0.071,0.202,0.548,0.091
8297,23,198.12,102.0582,51,2.7,0.8,0.5,-12.1,0.016,0.083,0.142,0.537,0.083
8298,27,203.2,97.975872,79,5,2.2,2.3,-1.9,0.015,0.106,0.129,0.533,0.171
8299,34,200.66,108.86208,80,14.4,4.8,3.7,-2.5,0.022,0.136,0.205,0.523,0.169
8300,32,205.74,111.13004,49,1.8,1.9,0.1,2.4,0.085,0.157,0.095,0.607,0.019
8301,28,208.28,102.0582,48,3.5,4,0.3,6.9,0.111,0.221,0.136,0.522,0.039
8302,31,205.74,124.7378,69,2.7,4,0.4,0.7,0.126,0.233,0.11,0.507,0.043
8303,23,210.82,99.79024,24,3.9,3.2,0.5,-20.4,0.096,0.218,0.193,0.459,0.09
8304,26,198.12,83.91452,59,4.3,1.2,0.8,3,0.019,0.094,0.19,0.498,0.114
8305,20,210.82,127.00576,62,6.9,6.2,0.8,-1.5,0.116,0.249,0.205,0.483,0.072
8306,22,198.12,92.98636,62,7.9,3.2,1.2,-8.6,0.049,0.113,0.192,0.494,0.095
8307,26,185.42,84.368112,1,0,0,0,-39.6,0,0,0.063,0,0
8308,21,205.74,104.32616,33,2.2,2.2,0.8,-4.8,0.017,0.21,0.135,0.389,0.116
8309,34,200.66,96.161504,75,12.1,4.1,2.6,10.9,0.008,0.131,0.143,0.699,0.111
8310,29,182.88,92.98636,70,17.8,4.7,6.8,3,0.025,0.129,0.249,0.527,0.312
8311,25,208.28,113.398,51,5.8,3.9,1.2,-6.5,0.065,0.207,0.185,0.55,0.119
8312,27,203.2,103.418976,80,6,2.4,1.1,-2.8,0.019,0.1,0.13,0.512,0.071
8313,23,190.5,87.543256,75,21.7,3.2,5.2,6.5,0.024,0.075,0.26,0.583,0.236
8314,29,210.82,108.86208,71,23.4,10.2,1.7,5.7,0.077,0.232,0.3,0.528,0.089
8315,24,195.58,104.32616,61,8.2,4.5,3.9,-7.5,0.026,0.17,0.211,0.419,0.259
8316,27,203.2,102.0582,62,7.1,3.1,1.1,-10.7,0.048,0.102,0.172,0.456,0.079
8317,27,200.66,97.52228,26,1.8,1,0.6,-18.7,0.052,0.083,0.11,0.527,0.112
8318,23,187.96,90.7184,45,11.8,4.2,3.3,-9.5,0.027,0.123,0.19,0.489,0.175
8319,25,187.96,81.64656,12,3.8,1.3,3.8,-18.7,0.005,0.08,0.173,0.388,0.381
8320,26,210.82,104.32616,27,7.3,6.1,0.9,-5.6,0.128,0.187,0.168,0.507,0.065
8321,26,205.74,115.66596,63,5,5.1,1.2,3.2,0.126,0.208,0.15,0.493,0.107
8322,30,203.2,113.398,69,25.3,6,7.4,9.8,0.025,0.166,0.324,0.577,0.366
8323,32,190.5,87.996848,66,7.1,1.4,1.5,2,0.026,0.076,0.206,0.558,0.162
8324,30,190.5,86.18248,5,3.6,1.6,1,-3.4,0.024,0.137,0.162,0.571,0.172
8325,30,205.74,106.59412,64,8,6.5,0.9,-1.6,0.099,0.249,0.184,0.512,0.068
8326,28,190.5,90.7184,6,1.5,0.5,0.3,-7.1,0,0.107,0.217,0.379,0.118
8327,24,203.2,106.59412,43,4.2,2.7,2,-2.6,0.056,0.114,0.144,0.444,0.166
8328,36,198.12,96.161504,35,22.3,5.7,5.6,-12.2,0.022,0.166,0.343,0.477,0.3
8329,24,200.66,104.32616,64,16.5,7.2,2.5,12,0.049,0.204,0.231,0.567,0.124
8330,24,213.36,107.954896,64,10.3,4.7,1.7,4.7,0.07,0.169,0.208,0.558,0.115
8331,25,185.42,83.460928,62,17.3,3.5,5.1,-4.6,0.018,0.102,0.259,0.486,0.272
8332,23,193.04,90.7184,28,4.2,1,3.1,8,0.006,0.072,0.16,0.562,0.301
8333,30,208.28,122.46984,68,3.6,4.7,0.8,0.7,0.087,0.215,0.139,0.467,0.065
8334,25,203.2,103.418976,75,12.6,8.9,1.2,-1.2,0.121,0.234,0.202,0.548,0.067
8335,25,195.58,91.171992,75,5.2,3,1,-0.7,0.018,0.165,0.157,0.52,0.093
8336,22,195.58,92.98636,82,12.7,3.1,1.3,0.5,0.019,0.092,0.192,0.501,0.065
8337,37,205.74,102.0582,11,1.8,1.7,0.5,-2.3,0.067,0.123,0.116,0.437,0.068
8338,26,205.74,108.86208,27,25.4,6.6,4.1,7.2,0.02,0.181,0.285,0.633,0.213
8339,39,210.82,114.758776,47,6.9,6.6,1.6,0.2,0.059,0.316,0.184,0.496,0.131
8340,26,208.28,110.222856,75,16.4,9.7,2.2,6.6,0.066,0.261,0.216,0.562,0.104
8341,32,200.66,92.532768,39,20,3.6,2.3,-10.9,0.016,0.108,0.266,0.549,0.123
8342,25,208.28,126.098576,79,6.6,3.6,0.7,-5.4,0.084,0.182,0.22,0.535,0.085
8343,23,200.66,102.0582,79,13.4,4.4,2.3,6.9,0.023,0.138,0.198,0.563,0.123
8344,34,193.04,86.18248,66,5.7,1.8,2.2,1.9,0.014,0.065,0.132,0.468,0.143
8345,25,200.66,97.52228,77,21.7,3.2,2.9,15.8,0.012,0.092,0.275,0.591,0.137
8346,26,213.36,120.20188,81,5.2,5.3,0.5,4.3,0.097,0.246,0.158,0.53,0.044
8347,21,203.2,95.25432,65,6.3,3,1.2,-6,0.037,0.12,0.164,0.47,0.095
8348,26,200.66,102.0582,29,4.4,1.8,0.8,-13.6,0.034,0.104,0.165,0.481,0.093
8349,25,213.36,100.697424,37,2.6,1.7,0.3,-5.4,0.101,0.197,0.175,0.57,0.07
8350,27,203.2,97.52228,21,5,1.4,0.4,13,0.016,0.138,0.207,0.587,0.073
8351,29,205.74,131.088088,74,4,2.3,0.5,-3.6,0.052,0.153,0.173,0.495,0.073
8352,24,198.12,93.439952,5,2.2,0.8,0.4,-26,0.059,0.069,0.211,0.312,0.083
8353,21,200.66,100.697424,35,2.1,1.1,0.3,3.1,0.063,0.106,0.146,0.471,0.064
8354,29,190.5,86.18248,78,16.3,3.5,4.5,0.6,0.035,0.081,0.214,0.577,0.212
8355,25,203.2,102.0582,76,19.3,4.9,4.1,2.1,0.024,0.141,0.261,0.567,0.211
8356,25,210.82,105.686936,73,9.7,8.3,2,-9.1,0.115,0.211,0.151,0.573,0.105
8357,21,208.28,105.233344,8,2,1.1,0.4,-22.3,0.034,0.163,0.249,0.303,0.091
8358,25,210.82,113.398,69,15.9,10.2,2.1,-1.7,0.111,0.254,0.238,0.549,0.119
8359,24,208.28,113.398,42,1.9,1.9,0.2,-1.3,0.072,0.147,0.099,0.605,0.039
8360,29,210.82,117.93392,17,0.8,0.9,0.2,-16.8,0.158,0.12,0.121,0.717,0.077
8361,28,198.12,90.7184,82,9.5,2.6,3.7,2.5,0.013,0.116,0.201,0.514,0.247
8362,23,203.2,102.0582,82,10.1,5.5,1.4,12.6,0.056,0.151,0.149,0.573,0.068
8363,26,213.36,120.20188,48,11.8,10,0.1,-2.2,0.154,0.33,0.206,0.619,0.009
8364,36,208.28,99.79024,62,3.7,1.6,0.6,0.1,0.008,0.152,0.146,0.602,0.08
8365,25,208.28,112.490816,73,8,4.9,1.1,-11.5,0.092,0.196,0.206,0.521,0.109
8366,27,198.12,106.59412,24,7.3,3.4,1.2,-0.8,0.014,0.134,0.145,0.497,0.071
8367,20,210.82,98.429464,81,12.7,6.7,2.6,1.1,0.046,0.201,0.196,0.552,0.133
8368,24,203.2,93.439952,71,8.8,2.8,1.2,-9.3,0.031,0.095,0.159,0.538,0.083
8369,32,200.66,99.79024,32,1.1,1.8,0.3,4.8,0.069,0.161,0.091,0.431,0.05
8370,29,203.2,95.25432,74,11.9,2.5,1.2,0.1,0.025,0.119,0.284,0.532,0.11
8371,36,205.74,115.212368,36,2.7,2.8,0.6,1.3,0.065,0.161,0.117,0.457,0.07
8372,23,210.82,111.13004,75,15.5,8.9,0.7,-2.6,0.147,0.21,0.241,0.564,0.044
8373,25,185.42,88.45044,81,17,5.2,6.1,1.5,0.029,0.136,0.238,0.555,0.273
8374,26,193.04,97.52228,61,13.4,2.6,3.8,1.2,0.016,0.074,0.198,0.544,0.177
8375,23,208.28,98.883056,3,0.7,0.3,0,36.1,0,0.5,0.25,1,0
8376,24,193.04,83.91452,43,3.4,0.7,0.9,-11,0.017,0.068,0.186,0.436,0.165
8377,28,208.28,106.59412,58,11.5,4.8,1,1.8,0.07,0.177,0.218,0.554,0.07
8378,22,200.66,92.98636,58,12,2.6,2.1,-4.1,0.019,0.089,0.2,0.546,0.115
8379,26,200.66,99.79024,82,9.5,5.1,5.5,-2.4,0.019,0.184,0.195,0.482,0.302
8380,25,210.82,120.20188,46,4.4,3.4,0.2,5.4,0.131,0.189,0.177,0.58,0.028
8381,33,200.66,97.52228,14,3.2,1.2,1.1,-1.3,0.018,0.078,0.17,0.347,0.128
8382,23,208.28,108.86208,41,2.3,4.3,0.7,-10.4,0.143,0.21,0.084,0.517,0.079
8383,27,190.5,86.636072,4,1.5,0.3,3.3,-1.9,0,0.026,0.24,0.15,0.448
8384,29,198.12,88.45044,52,3.9,1.7,1.1,-0.4,0.036,0.096,0.139,0.534,0.119
8385,20,193.04,95.25432,55,3.4,1.2,0.5,-12.8,0.029,0.068,0.162,0.395,0.061
8386,30,193.04,95.25432,54,10.1,2.4,1.9,-4.2,0.013,0.111,0.24,0.483,0.152
8387,29,190.5,85.275296,43,16.1,4.2,5.1,7.1,0.022,0.134,0.243,0.579,0.304
8388,27,195.58,97.52228,80,12.1,3.4,2.6,-0.2,0.017,0.115,0.209,0.514,0.152
8389,24,195.58,85.728888,29,4.2,2.4,3.1,-7.9,0.031,0.126,0.136,0.468,0.257
8390,24,190.5,81.64656,30,1.9,0.5,0.4,-9.9,0.023,0.073,0.159,0.483,0.097
8391,25,195.58,99.79024,62,8,3.6,2.2,2.6,0.042,0.122,0.176,0.497,0.137
8392,22,205.74,104.32616,15,4.1,2.5,0.1,10.2,0.115,0.173,0.196,0.564,0.02
8393,19,198.12,97.52228,31,3.4,1.4,0.4,-2.9,0.027,0.11,0.153,0.457,0.059
8394,35,185.42,83.91452,9,4.6,0.3,0.9,-3.6,0,0.045,0.248,0.571,0.216
8395,24,193.04,88.45044,19,1.8,0.5,0.5,3.1,0.012,0.105,0.24,0.452,0.204
8396,29,200.66,102.0582,72,7.2,3.1,1.8,3.7,0.03,0.113,0.137,0.572,0.115
8397,23,205.74,117.93392,58,13.3,7.6,2.3,-2.9,0.102,0.207,0.234,0.503,0.14
8398,21,205.74,119.294696,19,3,1.8,0.2,5.1,0.133,0.154,0.193,0.578,0.053
8399,31,190.5,90.7184,80,12,3.1,4.7,-7.8,0.01,0.111,0.225,0.522,0.286
8400,32,200.66,117.93392,61,3.3,3.3,0.3,-8.6,0.1,0.146,0.128,0.455,0.036
8401,34,198.12,102.0582,19,9.1,3.5,2,-8,0.03,0.142,0.218,0.458,0.171
8402,29,213.36,111.13004,82,8,4,1.7,-13.4,0.062,0.152,0.196,0.497,0.134
